FID	IID	phenotype_sim	genetic_score	error_term
HG01680	HG01680	-0.1874408579733141	-0.029103651817422374	-0.15833720615589172
HG01682	HG01682	0.053047648727826746	0.11612905012443663	-0.06308140139660988
HG01684	HG01684	0.18724641872186656	0.16133114341646432	0.025915275305402236
HG01685	HG01685	-0.2606044217092742	-0.18682817954104392	-0.07377624216823031
HG01686	HG01686	-0.33528159659441964	-0.25158217184944076	-0.08369942474497888
HG01694	HG01694	-0.33025333917738453	-0.18183988522319117	-0.14841345395419336
HG01695	HG01695	-1.3891882877967383	-1.304415404442465	-0.0847728833542734
HG01697	HG01697	-0.36529499154223855	-0.1547356865601614	-0.21055930498207714
HG01699	HG01699	0.15421113037973583	0.1354482862749137	0.01876284410482211
HG01700	HG01700	-0.3452070286107621	-0.24358221339061858	-0.10162481522014351
HG01702	HG01702	0.21672857020957237	0.018351266509853303	0.19837730369971907
HG01704	HG01704	-0.035159932055592286	-0.1027191855944693	0.06755925353887701
HG01705	HG01705	-0.5026750552371223	-0.5180254876951221	0.015350432457999883
HG01707	HG01707	-0.22980431543406202	-0.2621393150542862	0.032334999620224215
HG01708	HG01708	-0.031483221646542714	-0.12356314570643007	0.09207992405988735
HG01709	HG01709	0.013332474334608935	0.12132955889683217	-0.10799708456222323
HG01710	HG01710	0.44234546847119505	0.22459617725107817	0.21774929122011688
HG01746	HG01746	0.09253546523672962	0.21547016249969603	-0.12293469726296641
HG01747	HG01747	-0.7680419695233905	-0.7878109426964075	0.01976897317301694
HG01756	HG01756	0.11207861266290362	0.12132955889683217	-0.009250946233928548
HG01757	HG01757	0.07616234509921876	0.09806610958185044	-0.021903764482631677
HG01761	HG01761	-0.7310879540630291	-0.7756565078219865	0.04456855375895741
HG01762	HG01762	0.1622355371112318	0.11591951202135531	0.04631602508987648
HG01765	HG01765	0.10497048504744323	0.040001584519632136	0.0649689005278111
HG01766	HG01766	0.04444285635678121	0.06072053851094099	-0.016277682154159777
HG01767	HG01767	-0.11971506840656863	-0.21665101394755765	0.09693594554098901
HG01768	HG01768	-0.10105074178234058	0.05785498695913702	-0.1589057287414776
HG01770	HG01770	-0.45975543642429917	-0.4445789295004216	-0.015176506923877545
HG01771	HG01771	-0.10553376574502636	-0.09236868565203622	-0.013165080092990143
HG01773	HG01773	0.06935576719589648	-0.021859856112860135	0.09121562330875661
HG01775	HG01775	-0.6894910299756266	-0.7241324595175684	0.0346414295419418
HG01776	HG01776	0.22383150177213954	0.2645977617707103	-0.04076625999857079
HG01777	HG01777	-0.050604093238238584	-0.016659347340464592	-0.03394474589777399
HG01779	HG01779	0.17194892391337158	0.04823969730641692	0.12370922660695467
HG01781	HG01781	0.29879090453425283	0.16133114341646432	0.13745976111778854
HG01783	HG01783	0.09106936394508056	0.11832197931362315	-0.0272526153685426
HG01784	HG01784	0.2707295639031963	0.21939566847868264	0.05133389542451368
HG01785	HG01785	0.06602963107391385	0.023551775282248853	0.04247785579166499
HG01786	HG01786	0.0736095741910577	0.047103550564497706	0.026506023626559988
HG01789	HG01789	-0.08718254939708936	-0.05870079745072872	-0.028481751946360646
HG01790	HG01790	-0.41617786896879827	-0.23204165964853024	-0.18413620932026803
HG01791	HG01791	0.18242165139690858	0.12653006766922772	0.05589158372768084
HG01794	HG01794	-0.7054684337920003	-0.6556333497236484	-0.04983508406835195
HG01795	HG01795	-0.4648529329950228	-0.3949920373270288	-0.06986089566799397
HG01796	HG01796	0.019102163115121307	-0.1185489919735119	0.1376511550886332
HG01797	HG01797	-0.24466695655254217	-0.07111604579258711	-0.17355091075995507
HG01798	HG01798	-0.6474878082327811	-0.7564437262318098	0.1089559179990287
HG01799	HG01799	-0.0658456161980158	-0.10562879557255658	0.039783179374540796
HG01800	HG01800	-0.5073659000756132	-0.5032422853633762	-0.00412361471223696
HG01801	HG01801	-0.408371126298158	-0.4819005920551717	0.07352946575701368
HG01802	HG01802	-0.2610533964615983	-0.20251366610173133	-0.05853973035986698
HG01804	HG01804	-0.4863960144677731	-0.5258119028909133	0.0394158884231402
HG01805	HG01805	-0.21013686607411994	-0.14520307846833017	-0.06493378760578977
HG01806	HG01806	-0.4004105111074885	-0.4658493568073027	0.0654388456998142
HG01807	HG01807	-0.47374044540364	-0.4889519480755553	0.01521150267191527
HG01808	HG01808	-0.019587396882623426	0.06134253714617807	-0.0809299340288015
HG01809	HG01809	0.17947697294586124	0.17546857798006388	0.0040083949657973685
HG01810	HG01810	-0.43607076408548595	-0.4247136455178261	-0.011357118567659837
HG01811	HG01811	-0.5428606679834377	-0.701392702610232	0.1585320346267943
HG01812	HG01812	-0.014850161620037605	-0.10923662218265236	0.09438646056261475
HG01813	HG01813	0.12936082267866736	-0.016659347340464592	0.14602017001913195
HG01815	HG01815	-0.1812797990087673	-0.18635400597238924	0.005074206963621929
HG01816	HG01816	-0.1226697718978644	-0.12279882302973422	1.2905113186981512e-4
HG01817	HG01817	0.12272281524372178	0.13342298120260235	-0.01070016595888057
HG01840	HG01840	-0.4292260541437077	-0.5543730583274737	0.12514700418376606
HG01841	HG01841	-0.9518967359766631	-0.8326794691383839	-0.11921726683827927
HG01842	HG01842	-0.3150671226899338	-0.43011706774123015	0.11504994505129634
HG01843	HG01843	-0.5955058484990243	-0.5345447120871395	-0.06096113641188488
HG01844	HG01844	-0.2525199679385548	-0.3846030364045873	0.13208306846603254
HG01845	HG01845	0.08792520003628057	0.2643094358034432	-0.1763842357671626
HG01846	HG01846	-0.22711455849901363	-0.18367192291188988	-0.04344263558712376
HG01847	HG01847	0.0769754923780999	-0.00806055006105455	0.08503604243915446
HG01848	HG01848	0.21295426664826564	0.0902150976238772	0.12273916902438844
HG01849	HG01849	0.15268124060913138	0.04893851031083614	0.10374273029829524
HG01850	HG01850	0.060058352847979536	-0.04756427051033827	0.1076226233583178
HG01851	HG01851	-0.4079155994048137	-0.48500501692760745	0.07708941752279376
HG01852	HG01852	-0.9265782434966142	-0.8892092476747929	-0.03736899582182132
HG01853	HG01853	0.07617879746034423	0.11740405291784556	-0.04122525545750134
HG01855	HG01855	-0.18475021636023484	-0.16390349734574558	-0.020846719014489253
HG01857	HG01857	-0.3678426490744453	-0.3375946050509811	-0.03024804402346423
HG01858	HG01858	-0.22147399196207165	-0.18854376788949595	-0.032930224072575696
HG01859	HG01859	0.0900235284033293	0.05933952785562724	0.030684000547702067
HG01860	HG01860	-0.40541434773798884	-0.23494174479274083	-0.17047260294524802
HG01861	HG01861	-0.49111310914791345	-0.4458058356214315	-0.04530727352648193
HG01862	HG01862	-0.915528628822269	-0.8711278767848969	-0.0444007520373722
HG01863	HG01863	-0.07129149639646194	-0.0747238724026829	0.0034323760062209504
HG01864	HG01864	0.008176705105186158	-0.07111604579258711	0.07929275089777327
HG01865	HG01865	-0.27907025113546957	-0.14191441221628337	-0.1371558389191862
HG01866	HG01866	-0.45895480516080717	-0.2731941528618336	-0.1857606522989736
HG01867	HG01867	-0.30804399696150464	-0.24471837671007965	-0.06332562025142502
HG01868	HG01868	-0.7044515419275069	-0.5431266072206199	-0.16132493470688702
HG01869	HG01869	-0.2982873898206	-0.22948822256876153	-0.06879916725183848
HG01870	HG01870	-0.22514193524806145	-0.22576429937034845	6.223641222870107e-4
HG01871	HG01871	-0.019965222945219182	-0.03472228788305076	0.01475706493783158
HG01872	HG01872	0.13790314009230129	0.06326503383461386	0.07463810625768742
HG01873	HG01873	-0.2111776729154517	-0.07111604579258711	-0.14006162712286457
HG01874	HG01874	-0.5005703557833449	-0.47027758758049454	-0.03029276820285027
HG01878	HG01878	0.2164321629463724	0.13385386215522882	0.0825783007911436
HG01879	HG01879	-0.24832753841222302	-0.2942274977530935	0.045899959340870454
HG01880	HG01880	0.42380879121549825	0.3042296940227971	0.11957909719270116
HG01882	HG01882	-0.3545624655596682	-0.461139371059835	0.1065769055001668
HG01883	HG01883	0.08467970050702754	0.06666332234162835	0.01801637816539919
HG01885	HG01885	-0.22618042681715006	-0.14711492098867893	-0.07906550582847112
HG01886	HG01886	-0.28258785732614594	-0.1673397538028657	-0.11524810352328026
HG01889	HG01889	-0.12038749711809477	0.12971881807316088	-0.25010631519125565
HG01890	HG01890	-0.3611772342366772	-0.3057906712056139	-0.05538656303106332
HG01892	HG01892	-0.011156566998808709	0.023551775282248853	-0.03470834228105756
HG01893	HG01893	0.03642706102889072	0.014425760530866694	0.02200130049802403
HG01894	HG01894	-0.3412093166048712	-0.34868470663204787	0.007475390027176652
HG01896	HG01896	-0.4694201466117515	-0.5574560712673702	0.08803592465561867
HG01912	HG01912	-1.1557519725039684	-1.195835644286126	0.040083671782157486
HG01914	HG01914	-0.17640552033152274	-0.07132558389566841	-0.10507993643585434
HG01915	HG01915	-0.5602335319414301	-0.5666008423276827	0.006367310386252649
HG01917	HG01917	-0.11706828640242428	-0.37014776947908107	0.2530794830766568
HG01918	HG01918	-0.50318319573674275	-0.41671975725049853	-0.0864634384862442
HG01920	HG01920	-0.46589409556609573	-0.343168352288194	-0.12272574327790178
HG01921	HG01921	0.005566318755908496	0.05413901908323169	-0.04857270032732319
HG01923	HG01923	-0.12135738938255482	-0.09777778361458332	-0.023579605767971495
HG01924	HG01924	-0.8717442926767085	-0.7980462149600498	-0.0736980777166587
HG01926	HG01926	-0.19998562193495678	-0.2396921958308667	0.039706573895909925
HG01927	HG01927	-0.329959485264298	-0.3068827356444672	-0.02307674961983078
HG01932	HG01932	-0.2525367352280087	-0.24489270460326223	-0.007644030624746437
HG01933	HG01933	-0.05124048439486932	-0.10170328959356993	0.05046280519870061
HG01935	HG01935	-0.44316732125528757	-0.46586953884747345	0.02270221759218587
HG01936	HG01936	0.009228026783458673	0.05933952785562724	-0.050111501072168566
HG01938	HG01938	-0.0918620871954259	-0.10690379836596547	0.015041711170539561
HG01939	HG01939	-0.1571515887318015	-0.374292029812932	0.21714044108113054
HG01941	HG01941	-0.519370162855294	-0.41822180689778177	-0.10114835595751226
HG01942	HG01942	-0.3671406778057985	-0.24489270460326223	-0.12224797320253625
HG01944	HG01944	-4.345161571278154e-5	0	-4.345161571278154e-5
HG01945	HG01945	-0.2878968978733056	-0.18577193110249937	-0.10212496677080621
HG01947	HG01947	0.09092703919791775	0.24265911779366434	-0.15173207859574658
HG01948	HG01948	-0.0053262623550783626	-0.013261058833450107	0.007934796478371744
HG01950	HG01950	-0.18296980880475353	-0.03451274977996946	-0.14845705902478407
HG01951	HG01951	-0.29203120174421615	-0.3068827356444672	0.01485153390025108
HG01953	HG01953	0.05459375670769227	0.12653006766922772	-0.07193631096153545
HG01954	HG01954	-0.2570657504000885	-0.2357666898518801	-0.021299060548208387
HG01956	HG01956	-0.5804496261179465	-0.623959905828815	0.04351027971086851
HG01958	HG01958	-0.007688254090247981	-0.04405784073751423	0.03636958664726625
HG01961	HG01961	-0.6120707105351605	-0.5457722024293616	-0.06629850810579889
HG01965	HG01965	-0.4368681328066776	-0.30295722966548055	-0.13391090314119702
HG01967	HG01967	-0.2950990642763389	-0.13229053339455277	-0.16280853088178615
HG01968	HG01968	-0.80524918871116	-0.5928121290606214	-0.21243705965053863
HG01970	HG01970	-0.043270486633380914	0.06326503383461386	-0.10653552046799478
HG01971	HG01971	-0.19705218624093535	-0.13459061773028227	-0.06246156851065307
HG01973	HG01973	0.14910019635369987	0.019626269303262243	0.12947392705043761
HG01974	HG01974	-0.5114237151110961	-0.519614654709585	0.008190939598488958
HG01976	HG01976	-0.060110177802269224	-0.10815173266455529	0.04804155486228606
HG01977	HG01977	-0.375454970068864	-0.382881610840559	0.007426640771694954
HG01979	HG01979	0.1492925195750368	-0.009126014751382173	0.15841853432641897
HG01980	HG01980	-0.0037885649327164053	-0.03971325855236501	0.035924693619648604
HG01982	HG01982	0.02055880251377701	0.014425760530866694	0.006133041982910319
HG01985	HG01985	0.005098244633849697	-0.030107686540577577	0.035205931174427274
HG01986	HG01986	-0.8209908117531566	-0.829797371970024	0.008806560216867425
HG01988	HG01988	-0.0387460473557535	-0.10170328959356993	0.06295724223781643
HG01989	HG01989	-0.22615983705669496	-0.3647930462611839	0.13863320920448896
HG01990	HG01990	-0.8059716650091966	-0.676059491322143	-0.1299121736870536
HG01991	HG01991	-1.0513703964114798	-1.1194058420602233	0.06803544564874352
HG01992	HG01992	-0.9309835194209053	-0.8234840809134767	-0.10749943850742855
HG01997	HG01997	-0.07383577972951333	-0.1649683234281838	0.09113254369867047
HG02002	HG02002	0.0161405348108125	-0.03971325855236501	0.05585379336317751
HG02003	HG02003	-0.012760781735603445	-0.06719053981360049	0.05442975807799704
HG02006	HG02006	-0.6319083269856183	-0.36415273643797264	-0.2677555905476456
HG02008	HG02008	-0.2917255522575798	-0.17250165601726622	-0.11922389624031356
HG02009	HG02009	-1.0504582154963205	-0.9779122672625817	-0.07254594823373871
HG02010	HG02010	-0.0813625180190021	-0.09303473174804827	0.01167221372904617
HG02012	HG02012	-0.46958456900370515	-0.30476021603681147	-0.16482435296689366
HG02013	HG02013	-0.2055630696053177	-0.30414549421984705	0.09858242461452935
HG02014	HG02014	0.12232327416865006	0.05392948098015038	0.06839379318849968
HG02016	HG02016	-0.009207466245449977	-0.1230354461683891	0.11382797992293912
HG02017	HG02017	0.30698450179115666	0.007955525957047987	0.29902897583410865
HG02019	HG02019	-0.14556644675984307	-0.253744717896916	0.10817827113707293
HG02020	HG02020	0.041212353543037684	-0.012959075624123129	0.05417142916716081
HG02023	HG02023	-0.6903885664178532	-0.604648276581429	-0.08574028983642423
HG02025	HG02025	-0.7442900381576172	-0.5963223884496838	-0.14796764970793344
HG02026	HG02026	-0.36043831053787523	-0.07864937838166952	-0.2817889321562057
HG02028	HG02028	-0.4661032523330843	-0.507917503756471	0.04181425142338675
HG02029	HG02029	0.07931247037250003	-0.1457908438751474	0.22510331424764743
HG02031	HG02031	-0.05697428311530102	0.032150572561658874	-0.0891248556769599
HG02032	HG02032	0.1066726195703178	0.036076078540645526	0.07059654102967228
HG02035	HG02035	-0.09246625636255429	0.05933952785562724	-0.15180578421818153
HG02040	HG02040	-0.56004463206343	-0.6801203381351661	0.12007570607173607
HG02047	HG02047	0.1879857704198434	0.05933952785562724	0.12864624256421617
HG02048	HG02048	0.05496802047737775	0.05933952785562724	-0.00437150737824949
HG02049	HG02049	-0.31491903971006235	-0.2813052726909519	-0.03361376701911045
HG02050	HG02050	-0.5208420527428465	-0.5273250012114877	0.006482948468641324
HG02051	HG02051	-0.07925651589766305	-0.032358695997390885	-0.04689781990027216
HG02052	HG02052	-0.4302265308035732	-0.4392817981383298	0.009055267334756575
HG02053	HG02053	-0.12209972925622034	-0.1335865681408905	0.011486838884670177
HG02054	HG02054	-0.7787100559120403	-0.7099167985841631	-0.06879325732787721
HG02057	HG02057	-0.032655105524770425	-0.11946331183426087	0.08680820630949045
HG02058	HG02058	-0.9581309051207643	-0.822863522132393	-0.13526738298837127
HG02060	HG02060	-0.5161128092355671	-0.4430725814308971	-0.07304022780466995
HG02061	HG02061	0.13822277094813368	0.1758715431555174	-0.037648772207383704
HG02064	HG02064	-0.09627605345637424	-0.10562879557255658	0.009352742116182335
HG02067	HG02067	-1.1221973472395494	-1.1442078297864646	0.022010482546915285
HG02069	HG02069	-0.23286353786664998	-0.3114026860101149	0.07853914814346491
HG02070	HG02070	0.23349450315027043	0.16877947568614043	0.06471502746413
HG02072	HG02072	-0.636786999280946	-0.6656903290767223	0.028903329795776336
HG02073	HG02073	0.1378630144639404	0.13385386215522882	0.004009152308711566
HG02075	HG02075	-0.4864327716654944	-0.25296247091609986	-0.23347030074939457
HG02076	HG02076	-0.3443643890337157	-0.24421214619651438	-0.10015224283720131
HG02078	HG02078	0.20640887220339732	0.2074647933011874	-0.0010559210977900578
HG02079	HG02079	-0.609335267755867	-0.6710166348991916	0.061681367143324665
HG02081	HG02081	-0.049979485337948104	0.11740405291784556	-0.16738353825579366
HG02082	HG02082	0.12613439218976408	0.09934111237525939	0.026793279814504703
HG02084	HG02084	-0.37156861200893687	-0.45978945652721454	0.08822084451827764
HG02085	HG02085	0.27573103987376246	0.3499826294872911	-0.07425158961352862
HG02086	HG02086	-0.2052027581932851	-0.003925505978986624	-0.20127725221429846
HG02087	HG02087	-0.16925296177120552	-0.23459772097412498	0.06534475920291946
HG02088	HG02088	0.21646988602280282	0.1971188959898427	0.019350990032960112
HG02089	HG02089	0.032134259591437335	-0.009126014751382173	0.04126027434281951
HG02090	HG02090	-0.03670002321792071	-0.14711492098867893	0.11041489777075822
HG02095	HG02095	-0.11077529616581833	-0.1220696731819772	0.011294377016158876
HG02102	HG02102	-0.1219591363023885	-0.03451274977996946	-0.08744638652241904
HG02104	HG02104	-0.4774045792168663	-0.4873035958269611	0.009899016610094805
HG02105	HG02105	-0.05056791926546457	-0.03451274977996946	-0.016055169485495107
HG02107	HG02107	0.10741815370135255	0.1877833431353792	-0.08036518943402665
HG02108	HG02108	-0.12518363696990825	-0.042670430487487476	-0.08251320648242078
HG02111	HG02111	-0.024265043702806847	0.043295949534513024	-0.06756099323731987
HG02113	HG02113	-0.12101420898955331	-0.16889382940717046	0.04787962041761715
HG02116	HG02116	-0.0509833613173416	0.032150572561658874	-0.08313393387900048
HG02121	HG02121	-0.11640476321880565	-0.003925505978986624	-0.11247925723981902
HG02122	HG02122	-0.47041341172708395	-0.39472220242721967	-0.07569120929986427
HG02127	HG02127	0.5267997644280059	0.40898147758562114	0.11781828684238481
HG02128	HG02128	-0.26664810423670277	-0.29533396343467755	0.028685859197974808
HG02130	HG02130	0.1552535566728101	0.036076078540645526	0.11917747813216456
HG02131	HG02131	-0.24872749662096216	-0.46191274224082013	0.21318524561985797
HG02133	HG02133	-0.1484179150812853	-0.18437838607933377	0.03596047099804847
HG02134	HG02134	-0.27847439829607734	-0.06172302602790297	-0.21675137226817434
HG02136	HG02136	-0.12653134422583134	-0.09841417867317795	-0.02811716555265341
HG02137	HG02137	0.13920268458447144	0.05933952785562724	0.07986315672884418
HG02138	HG02138	-0.02770690880979114	-0.07111604579258711	0.04340913698279597
HG02139	HG02139	0.02409726662274514	0.18276648256182673	-0.1586692159390816
HG02140	HG02140	0.06984043931791632	-0.003925505978986624	0.07376594529690295
HG02141	HG02141	-0.10894926332231841	-0.13716216341126714	0.02821290008894872
HG02142	HG02142	-0.7203753938282129	-0.7296373806782067	0.009261986849993744
HG02143	HG02143	0.3574541301035206	0.3968882951652631	-0.039434165061742465
HG02144	HG02144	0.25973853084899984	0.3104954809998162	-0.05075695015081638
HG02146	HG02146	-0.21077389891388093	-0.06719053981360049	-0.14358335910028044
HG02147	HG02147	-0.5749950613425322	-0.5794714758638293	0.004476414521297071
HG02150	HG02150	-0.2791254531164534	-0.2648859756533056	-0.014239477463147783
HG02151	HG02151	-0.4352971731161178	-0.33937305755913255	-0.09592411555698527
HG02152	HG02152	-0.35853089382814163	-0.03843825575895607	-0.32009263806918553
HG02153	HG02153	-0.45393673989277994	-0.2932559811975807	-0.16068075869519927
HG02154	HG02154	-0.2584932959606042	-0.22045587373431774	-0.03803742222628646
HG02155	HG02155	-0.21761397372544594	-0.24813765217550102	0.03052367845005507
HG02156	HG02156	-0.4240049169761213	-0.38443673624657093	-0.039568180729550345
HG02164	HG02164	-0.29732569404814746	-0.3237608373397961	0.026435143291648616
HG02165	HG02165	-0.5633738069241883	-0.6551317634992302	0.09175795657504192
HG02166	HG02166	0.1538512170069326	0.038653053296729904	0.1151981637102027
HG02168	HG02168	-0.008221631693099272	-0.03451274977996946	0.026291118086870187
HG02169	HG02169	0.19374617608851682	0.1971188959898427	-0.003372719901325879
HG02170	HG02170	0.1673060607165791	0.1971188959898427	-0.029812835273263578
HG02173	HG02173	-0.2112396711928043	-0.2321588632417843	0.020919192048980025
HG02176	HG02176	-3.7658687753418935e-4	-0.04756427051033827	0.04718768363280408
HG02178	HG02178	-0.5582114434533648	-0.4038482171786018	-0.15436322627476298
HG02179	HG02179	-0.2606488288172881	-0.1362160393735394	-0.12443278944374875
HG02180	HG02180	-0.5768493744650749	-0.471188577823341	-0.10566079664173395
HG02181	HG02181	-0.05279471654901566	-0.16229768275516107	0.10950296620614541
HG02182	HG02182	-0.24824784570280922	-0.1766340618021786	-0.0716137839006306
HG02184	HG02184	0.23374249218912502	0.18149147976841784	0.05225101242070718
HG02185	HG02185	-0.30048157175391976	-0.3084746342152357	0.00799306246131593
HG02186	HG02186	-0.14540235387327213	-0.17642716199625283	0.031024808122980696
HG02187	HG02187	-0.537523485484915	-0.3836673041107133	-0.15385618137420173
HG02188	HG02188	-0.3119729448043028	-0.2856402609497309	-0.026332683854571926
HG02190	HG02190	-0.3230402202414673	-0.4719602366592735	0.1489200164178062
HG02215	HG02215	0.18488692048206215	0.19271233548643069	-0.007825415004368536
HG02219	HG02219	-0.1452452075676935	-0.2839106836821884	0.13866547611449492
HG02220	HG02220	-0.05829846185698252	0.028752284054644403	-0.08705074591162693
HG02221	HG02221	-0.02285745385158546	-0.07992438117507844	0.05706692732349298
HG02223	HG02223	0.04836557769265234	0.05413901908323169	-0.005773441390579351
HG02224	HG02224	-0.13669677561994345	-0.09236868565203622	-0.044328089967907235
HG02230	HG02230	0.21463557206366235	0.12132955889683217	0.09330601316683017
HG02231	HG02231	0.04781939326365814	0.05654148637549953	-0.00872209311184139
HG02232	HG02232	-0.4434489829277456	-0.5004368769004941	0.0569878939727485
HG02233	HG02233	0.2443763264697693	0.317173452093266	-0.07279712562349666
HG02235	HG02235	0.10932524931351935	0.016330363752786098	0.09299488556073325
HG02236	HG02236	0.13560900262851608	0.21939566847868264	-0.08378666585016656
HG02238	HG02238	0.10088603382810013	0.04893851031083614	0.051947523517263984
HG02239	HG02239	-0.03125275108284964	-0.25902112990152093	0.2277683788186713
HG02250	HG02250	-0.6420779789322986	-0.6050807184772566	-0.03699726045504192
HG02252	HG02252	-0.16556962831335797	-0.22193189538083974	0.05636226706748176
HG02253	HG02253	-0.43674373200521965	-0.3720895837061107	-0.0646541482991089
HG02255	HG02255	0.007445843691611637	0.1222197782248258	-0.11477393453321416
HG02256	HG02256	-1.0120469303788522	-0.937778585718479	-0.07426834466037321
HG02259	HG02259	-0.15875665178807896	-0.18305258492473514	0.024295933136656185
HG02260	HG02260	-0.26538292925043083	-0.28012889353558423	0.014745964285153419
HG02262	HG02262	-0.1709288687662862	-0.1651778615312651	-0.005751007235021119
HG02265	HG02265	-0.43332494953784406	-0.37014776947908107	-0.06317718005876297
HG02266	HG02266	-0.4239913627504537	-0.382881610840559	-0.04110975190989469
HG02271	HG02271	-1.0053291410563858	-1.2171836256748065	0.2118544846184207
HG02272	HG02272	-0.4279789667435342	-0.37014776947908107	-0.05783119726445314
HG02274	HG02274	-0.19892520216079643	-0.03451274977996946	-0.16441245238082697
HG02275	HG02275	-0.30843774054747247	-0.33534132593777033	0.02690358539029787
HG02277	HG02277	-0.12251232171009796	-0.3620376507285983	0.23952532901850032
HG02278	HG02278	-0.07538427136900544	-0.09777778361458332	0.022393512245577885
HG02281	HG02281	-0.3769345718519045	-0.3532708233763813	-0.023663748475523133
HG02282	HG02282	-0.050367323818228255	-0.16377426832914352	0.11340694451091526
HG02283	HG02283	-1.0449410204406029	-1.0184835565509276	-0.026457463889675355
HG02284	HG02284	-0.6318992204730134	-0.43237033269833774	-0.1995288877746756
HG02285	HG02285	-0.040827407534821905	-0.03451274977996946	-0.006314657754852445
HG02286	HG02286	0.03373573422659674	0	0.03373573422659674
HG02291	HG02291	-0.1890783482198815	-0.13798890623729676	-0.05108944198258476
HG02292	HG02292	-0.36907724697786726	-0.32912401971407235	-0.03995322726379489
HG02298	HG02298	-0.25389660807133935	-0.2396921958308667	-0.01420441224047262
HG02299	HG02299	-0.18454863536907273	-0.35194641433190554	0.1673977789628328
HG02301	HG02301	-0.01485265431580235	0.07058882832061497	-0.08544148263641732
HG02304	HG02304	-0.7935381186713719	-0.8470358561957255	0.053497737524353654
HG02307	HG02307	-0.14833417196482795	-0.11362114000367006	-0.034713031961157895
HG02308	HG02308	-0.45615177527185224	-0.6484560512031895	0.19230427593133723
HG02309	HG02309	-0.1477007216924195	-0.14205604480812328	-0.005644676884296202
HG02312	HG02312	-0.4402191859896211	-0.43400893891230224	-0.006210247077318855
HG02314	HG02314	-0.9426802953332973	-0.8579423671704718	-0.08473792816282559
HG02315	HG02315	-0.024995967802641662	-0.015769128012470962	-0.009226839790170699
HG02317	HG02317	0.3004021766532635	0.19924218170344826	0.10115999494981526
HG02318	HG02318	-0.6979930056543324	-0.6701780581497587	-0.027814947504573646
HG02322	HG02322	-0.08360304458378143	-0.08795063849538569	0.004347593911604266
HG02323	HG02323	-1.4163955442273617	-1.3709050305660349	-0.045490513661326774
HG02325	HG02325	-0.730332591781972	-0.723059128387831	-0.007273463394140974
HG02330	HG02330	-0.016734472207194956	0.13777936813421546	-0.1545138403414104
HG02332	HG02332	-0.35029078436610755	-0.3986808581510559	0.04839007378494836
HG02334	HG02334	-0.2186102245952156	-0.254154086636845	0.035543862041629425
HG02337	HG02337	-0.3223428516638611	-0.5268774889875203	0.20453463732365915
HG02339	HG02339	-0.290163668743097	-0.2998687465908006	0.009705077847703587
HG02343	HG02343	-0.0430760949242015	-0.003925505978986624	-0.03915058894521488
HG02345	HG02345	0.08241186151860819	0.1286533533828333	-0.046241491864225104
HG02348	HG02348	-0.2523223191449283	-0.2497452606679872	-0.0025770584769411213
HG02351	HG02351	0.073207634920886	0.066759658860974	0.006447976059911993
HG02353	HG02353	-0.34780388853013966	-0.2148220363538712	-0.13298185217626843
HG02355	HG02355	0.1711091656488531	0.24995702237542725	-0.07884785672657417
HG02356	HG02356	-0.315105384722136	-0.18614762113429606	-0.12895776358783995
HG02358	HG02358	-0.1646214383561625	-0.14583991819527	-0.018781520160892493
HG02360	HG02360	0.007945087651871047	0.06666332234162835	-0.0587182346897573
HG02364	HG02364	0.24980880906830857	0.059129989752545936	0.19067881931576264
HG02367	HG02367	0.15244895695367983	0.05413901908323169	0.09830993787044814
HG02371	HG02371	-0.08552158349708824	-0.007851011957973247	-0.077670571539115
HG02373	HG02373	-0.4985887030499774	-0.3650878845485859	-0.1335008185013915
HG02374	HG02374	0.3562353453407155	0.1971188959898427	0.1591164493508728
HG02375	HG02375	0.38890557485398153	0.18459459273144604	0.20431098212253548
HG02379	HG02379	-0.10948690652862363	-0.18423479255288835	0.07474788602426473
HG02380	HG02380	-0.6354924303153553	-0.7021187714533881	0.06662634113803283
HG02382	HG02382	-0.9545677971358332	-0.7650563269457781	-0.18951147019005513
HG02383	HG02383	0.27793942291687246	0.3167516690464691	-0.03881224612959667
HG02384	HG02384	-0.14602479531328055	-0.2403028656141833	0.09427807030090274
HG02385	HG02385	-0.18274588032428982	-0.07111604579258711	-0.1116298345317027
HG02386	HG02386	-0.6178703449606816	-0.7017106821062042	0.08384033714552266
HG02389	HG02389	-0.1143694393729579	-0.17250165601726622	0.058132216644308315
HG02390	HG02390	0.23590573696379197	0.1971188959898427	0.03878684097394926
HG02391	HG02391	0.06523550290184468	-0.03843825575895607	0.10367375866080075
HG02392	HG02392	0.1101454522989	0.12653006766922772	-0.016384615370327715
HG02394	HG02394	-0.4192718948844314	-0.47143238189164544	0.05216048700721402
HG02395	HG02395	-0.026823836172469764	0.07058882832061497	-0.09741266449308474
HG02396	HG02396	-0.44465539552942734	-0.4048468742985279	-0.03980852123089945
HG02397	HG02397	-0.6465485839767646	-0.6277598682087847	-0.018788715767979934
HG02398	HG02398	-0.24817373607656118	-0.3525447758613155	0.10437103978475433
HG02399	HG02399	-0.305974910214391	-0.12889224488753825	-0.17708266532685274
HG02401	HG02401	-0.30743570485912197	-0.22366924354899673	-0.08376646131012522
HG02402	HG02402	-0.11012270229863273	-0.003925505978986624	-0.10619719631964611
